{'text': '[Music]', 'start': 0.76, 'duration': 3.17}
{'text': 'into necessary social programs that', 'start': 3432.079, 'duration': 3.361}
{'text': 'should be your goal', 'start': 3434.48, 'duration': 3.04}
{'text': "your goal shouldn't be [\xa0__\xa0] jeff bezos", 'start': 3435.44, 'duration': 3.679}
{'text': 'remove the hatred from your heart', 'start': 3437.52, 'duration': 3.599}
{'text': 'the goal should be we need to fund some', 'start': 3439.119, 'duration': 3.921}
{'text': 'kind of [\xa0__\xa0] health care system okay', 'start': 3441.119, 'duration': 3.44}
{'text': 'fill your heart with love instead be', 'start': 3443.04, 'duration': 3.279}
{'text': 'positive not negative instead of talking', 'start': 3444.559, 'duration': 3.04}
{'text': 'about tearing down billionaires talk', 'start': 3446.319, 'duration': 2.401}
{'text': 'about raising revenue', 'start': 3447.599, 'duration': 2.72}
{'text': 'for social health care for more', 'start': 3448.72, 'duration': 3.76}
{'text': 'immigration programs for expanded wic', 'start': 3450.319, 'duration': 4.0}
{'text': 'for expanded um you know food stamp', 'start': 3452.48, 'duration': 2.96}
{'text': "access these should be the things you're", 'start': 3454.319, 'duration': 1.601}
{'text': 'talking about', 'start': 3455.44, 'duration': 2.159}
{'text': 'once you know how much money you need', 'start': 3455.92, 'duration': 3.52}
{'text': 'then you you have a tax target that you', 'start': 3457.599, 'duration': 3.441}
{'text': 'need to raise taxes to set your goal', 'start': 3459.44, 'duration': 2.56}
{'text': 'should never be to eliminate', 'start': 3461.04, 'duration': 2.0}
{'text': 'billionaires your goal should be to', 'start': 3462.0, 'duration': 2.319}
{'text': 'raise enough revenue to fund your social', 'start': 3463.04, 'duration': 3.039}
{'text': 'programs that should be the um', 'start': 3464.319, 'duration': 4.081}
{'text': 'that should be the goal how much should', 'start': 3466.079, 'duration': 3.921}
{'text': 'the highest tax rate be is 40 or 40', 'start': 3468.4, 'duration': 2.48}
{'text': 'percent too much seems like you should', 'start': 3470.0, 'duration': 2.16}
{'text': "go oh i have no idea honestly i don't", 'start': 3470.88, 'duration': 2.4}
{'text': 'know what it needs to be to', 'start': 3472.16, 'duration': 3.76}
{'text': 'fund all of those um things i feel like', 'start': 3473.28, 'duration': 3.839}
{'text': 'a lot of lefties are more into killing', 'start': 3475.92, 'duration': 2.32}
{'text': 'billionaires and cops in there and', 'start': 3477.119, 'duration': 3.041}
{'text': 'helping poor black communities', 'start': 3478.24, 'duration': 4.48}
{'text': '[\xa0__\xa0]', 'start': 3480.16, 'duration': 2.56}
{'text': "anytime i see somebody 90 here's a fun", 'start': 3485.04, 'duration': 4.64}
{'text': 'fact for you', 'start': 3487.44, 'duration': 3.84}
{'text': 'fun destiny fact of the day did you know', 'start': 3489.68, 'duration': 3.439}
{'text': 'that 95 of people on twitter', 'start': 3491.28, 'duration': 3.519}
{'text': 'that say [\xa0__\xa0] all billionaires kill all', 'start': 3493.119, 'duration': 3.121}
{'text': 'billionaires steal all billionaires', 'start': 3494.799, 'duration': 1.841}
{'text': 'wealth', 'start': 3496.24, 'duration': 3.28}
{'text': 'have zero actual policy suggestions for', 'start': 3496.64, 'duration': 4.959}
{'text': 'how to amend the tax code in order to', 'start': 3499.52, 'duration': 2.559}
{'text': 'recover', 'start': 3501.599, 'duration': 2.48}
{'text': 'more money from these billionaires and', 'start': 3502.079, 'duration': 4.081}
{'text': 'the only five percent to do just screech', 'start': 3504.079, 'duration': 4.161}
{'text': 'wealth tax well tax without having any', 'start': 3506.16, 'duration': 3.199}
{'text': 'idea how to implement it what the', 'start': 3508.24, 'duration': 2.079}
{'text': 'implications are', 'start': 3509.359, 'duration': 2.401}
{'text': 'of it and how difficult it would be to', 'start': 3510.319, 'duration': 2.641}
{'text': 'actually extract value somebody via', 'start': 3511.76, 'duration': 3.12}
{'text': 'wealth tax', 'start': 3512.96, 'duration': 2.96}
{'text': 'wait these billionaires want social', 'start': 3514.88, 'duration': 2.8}
{'text': 'swings by using taxes sure billionaires', 'start': 3515.92, 'duration': 2.72}
{'text': 'millionaires whatever whatever the [\xa0__\xa0]', 'start': 3517.68, 'duration': 2.399}
{'text': 'you have to tax to do it sure', 'start': 3518.64, 'duration': 2.56}
{'text': 'but you do admit that billionaires have', 'start': 3520.079, 'duration': 2.161}
{'text': 'a lot of sway in politics and they make', 'start': 3521.2, 'duration': 2.399}
{'text': 'it very hard to fund social ground nope', 'start': 3522.24, 'duration': 3.04}
{'text': "wrong don't agree with that nope", 'start': 3523.599, 'duration': 2.881}
{'text': "absolutely don't i don't think", 'start': 3525.28, 'duration': 2.24}
{'text': 'billionaires and millionaires have that', 'start': 3526.48, 'duration': 1.76}
{'text': 'much sway', 'start': 3527.52, 'duration': 3.2}
{'text': 'in in [\xa0__\xa0] uh policy get mad at me', 'start': 3528.24, 'duration': 3.92}
{'text': 'all you [\xa0__\xa0] want', 'start': 3530.72, 'duration': 3.04}
{'text': 'when we start seeing voter turnout in', 'start': 3532.16, 'duration': 4.0}
{'text': 'this country over 75 80 percent', 'start': 3533.76, 'duration': 3.76}
{'text': 'and billionaires are still getting their', 'start': 3536.16, 'duration': 2.959}
{'text': 'way or whatever but most billionaires', 'start': 3537.52, 'duration': 2.4}
{'text': 'and millionaires are [\xa0__\xa0]', 'start': 3539.119, 'duration': 1.841}
{'text': 'left-leaning when it comes to [\xa0__\xa0]', 'start': 3539.92, 'duration': 2.399}
{'text': 'policies like this [\xa0__\xa0] anyway', 'start': 3540.96, 'duration': 3.04}
{'text': '[\xa0__\xa0] people like warren buffett and', 'start': 3542.319, 'duration': 3.201}
{'text': 'bill gates are out there saying like', 'start': 3544.0, 'duration': 2.96}
{'text': "[\xa0__\xa0] tax me more it's fine", 'start': 3545.52, 'duration': 3.279}
{'text': 'like the problem is dumb [\xa0__\xa0] voters', 'start': 3546.96, 'duration': 3.119}
{'text': 'that vote for [\xa0__\xa0] republicans that', 'start': 3548.799, 'duration': 2.8}
{'text': 'want to have lower taxes okay', 'start': 3550.079, 'duration': 3.121}
{'text': "don't blame the [\xa0__\xa0] billionaire even", 'start': 3551.599, 'duration': 2.801}
{'text': "though that's the trendy thing to do", 'start': 3553.2, 'duration': 3.04}
{'text': "blame the [\xa0__\xa0] redneck [\xa0__\xa0] that's", 'start': 3554.4, 'duration': 3.439}
{'text': 'voting for more tax breaks for people', 'start': 3556.24, 'duration': 2.16}
{'text': 'like me', 'start': 3557.839, 'duration': 2.161}
{'text': 'and to [\xa0__\xa0] up the lives of his children', 'start': 3558.4, 'duration': 3.12}
{'text': 'okay these are the problems you have', 'start': 3560.0, 'duration': 3.04}
{'text': 'your problems are in the voting booth', 'start': 3561.52, 'duration': 3.2}
{'text': 'not on not on some', 'start': 3563.04, 'duration': 3.039}
{'text': "i don't know some illusory [\xa0__\xa0]", 'start': 3564.72, 'duration': 3.04}
{'text': 'billionaire in the back [\xa0__\xa0] pulling', 'start': 3566.079, 'duration': 2.72}
{'text': 'the strings okay', 'start': 3567.76, 'duration': 2.559}
{'text': 'here you want to get ultra [\xa0__\xa0] woke', 'start': 3568.799, 'duration': 3.441}
{'text': 'on politics here is your wokest [\xa0__\xa0]', 'start': 3570.319, 'duration': 2.8}
{'text': 'political thing ever', 'start': 3572.24, 'duration': 2.559}
{'text': 'go and see how many people vote go and', 'start': 3573.119, 'duration': 2.801}
{'text': 'figure out the demographics of the', 'start': 3574.799, 'duration': 1.681}
{'text': 'voters', 'start': 3575.92, 'duration': 2.08}
{'text': 'and all of your questions will be', 'start': 3576.48, 'duration': 3.44}
{'text': 'answered insofar as how people are', 'start': 3578.0, 'duration': 3.599}
{'text': 'actually enacting policy there you go', 'start': 3579.92, 'duration': 2.96}
{'text': "you'll understand all of it", 'start': 3581.599, 'duration': 3.121}
{'text': 'okay what about the koch brothers', 'start': 3582.88, 'duration': 3.28}
{'text': 'influencing politics back in prageru and', 'start': 3584.72, 'duration': 2.0}
{'text': 'grassroots', 'start': 3586.16, 'duration': 1.679}
{'text': 'sure a lot of left-leaning people throw', 'start': 3586.72, 'duration': 3.2}
{'text': 'a lot of money that [\xa0__\xa0] too but why do', 'start': 3587.839, 'duration': 3.041}
{'text': "you think it's so easy to garner", 'start': 3589.92, 'duration': 2.639}
{'text': 'ideology on a common enemy', 'start': 3590.88, 'duration': 2.88}
{'text': "it's easy and fun to have somebody to", 'start': 3592.559, 'duration': 2.321}
{'text': "hate and it's sexy to have like", 'start': 3593.76, 'duration': 2.559}
{'text': 'revolutionary politics without like', 'start': 3594.88, 'duration': 2.64}
{'text': 'using your brain at all to think about', 'start': 3596.319, 'duration': 2.161}
{'text': 'them', 'start': 3597.52, 'duration': 2.96}
{'text': '99 of online politics is just aesthetic', 'start': 3598.48, 'duration': 2.96}
{'text': "people don't actually give a [\xa0__\xa0] about", 'start': 3600.48, 'duration': 2.079}
{'text': "the substance of what they're talking", 'start': 3601.44, 'duration': 2.24}
{'text': "about it's usually just", 'start': 3602.559, 'duration': 3.841}
{'text': 'like having sexy policy positions and', 'start': 3603.68, 'duration': 4.96}
{'text': 'then screaming about it', 'start': 3606.4, 'duration': 3.6}
{'text': 'just because aesthetics are popular', 'start': 3608.64, 'duration': 2.479}
{'text': "doesn't mean they should be ignored if", 'start': 3610.0, 'duration': 1.92}
{'text': "you ever want to get anywhere you're", 'start': 3611.119, 'duration': 1.68}
{'text': 'going to have to use looks as well as', 'start': 3611.92, 'duration': 2.0}
{'text': 'effective problems making not truth', 'start': 3612.799, 'duration': 2.721}
{'text': 'backed up with unnecessarily edgy tweets', 'start': 3613.92, 'duration': 2.72}
{'text': 'so everyone ends up just installing', 'start': 3615.52, 'duration': 1.92}
{'text': 'certain rhetoric', 'start': 3616.64, 'duration': 1.919}
{'text': 'um i mean you can make fun of me for', 'start': 3617.44, 'duration': 2.32}
{'text': "that but how far i've left he's gotten", 'start': 3618.559, 'duration': 2.321}
{'text': 'in this country', 'start': 3619.76, 'duration': 4.24}
{'text': "where's bernie at right now", 'start': 3620.88, 'duration': 3.12}
{'text': 'um yeah i mean my goal is to be a policy', 'start': 3625.359, 'duration': 3.841}
{'text': 'maker my goal is that i like to have', 'start': 3627.839, 'duration': 2.72}
{'text': 'fact-based conversations on the internet', 'start': 3629.2, 'duration': 3.119}
{'text': "i'm not trying to push a certain policy", 'start': 3630.559, 'duration': 4.081}
{'text': 'um aesthetic is pretty important but i', 'start': 3632.319, 'duration': 4.161}
{'text': 'think that actual policy suggestions at', 'start': 3634.64, 'duration': 3.28}
{'text': 'the end of the day are what get things', 'start': 3636.48, 'duration': 2.0}
{'text': 'done', 'start': 3637.92, 'duration': 1.919}
{'text': 'um i mean aesthetic is probably', 'start': 3638.48, 'duration': 2.079}
{'text': 'important you have to couple that', 'start': 3639.839, 'duration': 1.921}
{'text': 'aesthetic motivates people to go out and', 'start': 3640.559, 'duration': 1.76}
{'text': 'vote', 'start': 3641.76, 'duration': 2.4}
{'text': 'um are you going to ignore that he came', 'start': 3642.319, 'duration': 3.04}
{'text': 'in second', 'start': 3644.16, 'duration': 3.6}
{'text': 'oh true what do you get for coming in', 'start': 3645.359, 'duration': 4.161}
{'text': 'second for a primary again', 'start': 3647.76, 'duration': 5.12}
{'text': 'can you remind me pogus champis', 'start': 3649.52, 'duration': 3.36}
{'text': "i called him pogus it's pagas destiny", 'start': 3654.24, 'duration': 4.16}
{'text': "coming in second his magnitude's worse", 'start': 3657.119, 'duration': 2.24}
{'text': "than getting elected but bernie isn't", 'start': 3658.4, 'duration': 2.0}
{'text': 'cooking himself he seems to be doing the', 'start': 3659.359, 'duration': 1.601}
{'text': 'best', 'start': 3660.4, 'duration': 2.08}
{'text': 'um thing someone who can come up short', 'start': 3660.96, 'duration': 2.48}
{'text': 'do immediately endorse the better', 'start': 3662.48, 'duration': 1.839}
{'text': 'candidate and then work with them to', 'start': 3663.44, 'duration': 2.0}
{'text': 'tailor policy and talking about', 'start': 3664.319, 'duration': 1.441}
{'text': 'something', 'start': 3665.44, 'duration': 1.44}
{'text': 'yeah sure bernie is making like', 'start': 3665.76, 'duration': 2.88}
{'text': 'suggestions of biden those are policy', 'start': 3666.88, 'duration': 3.84}
{'text': 'suggestions right policy is important', 'start': 3668.64, 'duration': 4.32}
{'text': "i listen i you can't wait why do we even", 'start': 3670.72, 'duration': 3.359}
{'text': "have this argument you can't tell me", 'start': 3672.96, 'duration': 2.32}
{'text': 'what i get to talk about i', 'start': 3674.079, 'duration': 1.921}
{'text': 'want to talk about what i want to talk', 'start': 3675.28, 'duration': 2.0}
{'text': "about [\xa0__\xa0] you you don't get to tell me", 'start': 3676.0, 'duration': 2.559}
{'text': 'what my conversations about i like to', 'start': 3677.28, 'duration': 1.6}
{'text': 'make', 'start': 3678.559, 'duration': 2.081}
{'text': 'fact-based discussions related to policy', 'start': 3678.88, 'duration': 3.439}
{'text': "and descriptive fact um that's what i do", 'start': 3680.64, 'duration': 2.479}
{'text': "that's fun for me", 'start': 3682.319, 'duration': 1.841}
{'text': 'if you want to talk about like aesthetic', 'start': 3683.119, 'duration': 2.321}
{'text': "or whatever that's fine i just don't", 'start': 3684.16, 'duration': 2.399}
{'text': 'like it when people that focus on', 'start': 3685.44, 'duration': 1.6}
{'text': 'aesthetic', 'start': 3686.559, 'duration': 2.881}
{'text': 'masquerade as as fact-based people the', 'start': 3687.04, 'duration': 3.759}
{'text': 'majority of the people on the internet', 'start': 3689.44, 'duration': 2.639}
{'text': "don't even read past twitter [\xa0__\xa0]", 'start': 3690.799, 'duration': 3.04}
{'text': 'headlines for their information', 'start': 3692.079, 'duration': 3.601}
{'text': 'and when they go around and pretend', 'start': 3693.839, 'duration': 2.881}
{'text': "they're like presenting some like", 'start': 3695.68, 'duration': 2.399}
{'text': 'truthful fact based', 'start': 3696.72, 'duration': 3.04}
{'text': 'that kind of [\xa0__\xa0] annoys me okay', 'start': 3698.079, 'duration': 3.121}
{'text': "that's all i'm saying trump said that he", 'start': 3699.76, 'duration': 2.96}
{'text': 'was going to shore up losses and like', 'start': 3701.2, 'duration': 3.119}
{'text': 'medicare and social security', 'start': 3702.72, 'duration': 4.399}
{'text': 'by slashing the funding of the epa these', 'start': 3704.319, 'duration': 3.921}
{'text': 'losses were like', 'start': 3707.119, 'duration': 2.801}
