{'text': 'at least', 'start': 6.14, 'duration': 3.34}
{'text': 'I agree', 'start': 6742.32, 'duration': 2.48}
{'text': "and and and it's not for you to be like", 'start': 6744.9, 'duration': 3.9}
{'text': 'oh Anna like', 'start': 6747.239, 'duration': 3.361}
{'text': "um you know I I can't speak on behalf of", 'start': 6748.8, 'duration': 3.419}
{'text': "black men obviously you can't you can't", 'start': 6750.6, 'duration': 3.18}
{'text': 'speak on behalf of anybody but white', 'start': 6752.219, 'duration': 3.48}
{'text': "cisgender or what actually you're", 'start': 6753.78, 'duration': 3.66}
{'text': 'bisexual right', 'start': 6755.699, 'duration': 2.701}
{'text': "um yeah I don't think that's relevant", 'start': 6757.44, 'duration': 2.46}
{'text': "I'm still CIS I'm still white don't", 'start': 6758.4, 'duration': 2.279}
{'text': 'worry', 'start': 6759.9, 'duration': 3.12}
{'text': "uh well that's what I'm saying and I", 'start': 6760.679, 'duration': 4.321}
{'text': "understand that you don't want to like I", 'start': 6763.02, 'duration': 3.719}
{'text': "don't want to do you know who the um do", 'start': 6765.0, 'duration': 3.239}
{'text': 'you know who the sharp one is from no', 'start': 6766.739, 'duration': 2.701}
{'text': 'jumper', 'start': 6768.239, 'duration': 3.601}
{'text': 'no', 'start': 6769.44, 'duration': 4.58}
{'text': 'um', 'start': 6771.84, 'duration': 2.18}
{'text': "yeah no that's fine", 'start': 6774.5, 'duration': 3.46}
{'text': 'um', 'start': 6777.179, 'duration': 3.96}
{'text': "okay do you I don't know what do you", 'start': 6777.96, 'duration': 4.08}
{'text': 'wanna', 'start': 6781.139, 'duration': 2.821}
{'text': 'Destiny do you hate me oh my God no no', 'start': 6782.04, 'duration': 3.42}
{'text': "it's not that I it's I don't it's not", 'start': 6783.96, 'duration': 3.659}
{'text': "that I hate you it's that I've had a lot", 'start': 6785.46, 'duration': 4.8}
{'text': 'of black people on recently that are', 'start': 6787.619, 'duration': 3.481}
{'text': 'like', 'start': 6790.26, 'duration': 3.06}
{'text': 'pretty down on the black community and I', 'start': 6791.1, 'duration': 4.44}
{'text': 'feel bad because I can give you like the', 'start': 6793.32, 'duration': 4.319}
{'text': 'standard talking points but obviously', 'start': 6795.54, 'duration': 4.5}
{'text': "you've got like um you're coming at it", 'start': 6797.639, 'duration': 4.381}
{'text': 'from a more lived experience point of', 'start': 6800.04, 'duration': 3.42}
{'text': 'view and it feels weird for me to push', 'start': 6802.02, 'duration': 3.0}
{'text': 'back too much on that but I feel like', 'start': 6803.46, 'duration': 2.4}
{'text': "you're saying a lot of stuff where I", 'start': 6805.02, 'duration': 2.46}
{'text': 'feel like I kind of have to', 'start': 6805.86, 'duration': 3.24}
{'text': "no you don't know you don't have to", 'start': 6807.48, 'duration': 3.179}
{'text': "agree with me you can no no it's not a", 'start': 6809.1, 'duration': 3.78}
{'text': 'matter of fact okay can I okay so this', 'start': 6810.659, 'duration': 3.48}
{'text': "I'm not saying I'm a judge of character", 'start': 6812.88, 'duration': 2.4}
{'text': 'or whatever', 'start': 6814.139, 'duration': 3.0}
{'text': 'um so no jumper is like a decently big', 'start': 6815.28, 'duration': 4.26}
{'text': "podcast they've got a guy that um a lot", 'start': 6817.139, 'duration': 4.441}
{'text': 'of black people on that podcast so you', 'start': 6819.54, 'duration': 3.119}
{'text': "don't have to do this one curious do you", 'start': 6821.58, 'duration': 2.22}
{'text': 'want to chat with one guy from that real', 'start': 6822.659, 'duration': 2.401}
{'text': 'quick I can drag him into a call and say', 'start': 6823.8, 'duration': 2.22}
{'text': "how you feel well you don't have to at", 'start': 6825.06, 'duration': 1.98}
{'text': 'all we can just move to another topic', 'start': 6826.02, 'duration': 2.219}
{'text': "it's up to you", 'start': 6827.04, 'duration': 2.639}
{'text': "I'm just I'm curious to see who you like", 'start': 6828.239, 'duration': 2.701}
{'text': 'engage back and forth the black guy and', 'start': 6829.679, 'duration': 2.761}
{'text': 'then you can with somebody that wants to', 'start': 6830.94, 'duration': 2.34}
{'text': 'like defend their point of view or', 'start': 6832.44, 'duration': 1.679}
{'text': "whatever I'm just curious if you're", 'start': 6833.28, 'duration': 2.52}
{'text': 'interested in that', 'start': 6834.119, 'duration': 5.52}
{'text': 'so this is a blackmail from a', 'start': 6835.8, 'duration': 6.18}
{'text': "podcast called no jumper he's called the", 'start': 6839.639, 'duration': 3.301}
{'text': 'sharp one', 'start': 6841.98, 'duration': 2.88}
{'text': "I've heard of no jumper I've never seen", 'start': 6842.94, 'duration': 5.1}
{'text': 'their their content so okay', 'start': 6844.86, 'duration': 4.92}
{'text': 'do I wanna do I want to shoot myself in', 'start': 6848.04, 'duration': 3.599}
{'text': "the foot if it's really bad we can just", 'start': 6849.78, 'duration': 3.66}
{'text': "hang up you're not like obligated to it", 'start': 6851.639, 'duration': 3.781}
{'text': 'or anything but like', 'start': 6853.44, 'duration': 3.54}
{'text': 'and about what do you think is going to', 'start': 6855.42, 'duration': 3.96}
{'text': 'happen like let me let me let me uh and', 'start': 6856.98, 'duration': 3.659}
{'text': "I'm gonna be perfectly honest with you", 'start': 6859.38, 'duration': 4.08}
{'text': 'Stephen I can be I can be respectful I', 'start': 6860.639, 'duration': 4.741}
{'text': "promise you that I can I'm when I'm", 'start': 6863.46, 'duration': 3.48}
{'text': "having this conversation with you I'm", 'start': 6865.38, 'duration': 4.5}
{'text': "kind of I'm being gratuitous and I'm and", 'start': 6866.94, 'duration': 5.759}
{'text': "I'm sort of you know I'm unloading the", 'start': 6869.88, 'duration': 4.14}
{'text': "clip a little bit because I'm not", 'start': 6872.699, 'duration': 2.821}
{'text': 'directing any of my statements to you', 'start': 6874.02, 'duration': 3.119}
{'text': 'and because actually I actually do like', 'start': 6875.52, 'duration': 2.94}
{'text': "you I think you're you have a brilliant", 'start': 6877.139, 'duration': 3.261}
{'text': 'mind but', 'start': 6878.46, 'duration': 5.699}
{'text': 'in terms of an actual debate or or um or', 'start': 6880.4, 'duration': 6.64}
{'text': 'discourse I can be respectful and I can', 'start': 6884.159, 'duration': 5.341}
{'text': 'adhere to whatever framework has been', 'start': 6887.04, 'duration': 4.38}
{'text': 'given or whatever sort of you know rules', 'start': 6889.5, 'duration': 3.96}
{'text': 'I can adhere to kind of anything and if', 'start': 6891.42, 'duration': 3.12}
{'text': "someone's gonna be respectful with me", 'start': 6893.46, 'duration': 3.84}
{'text': "I'll be respectful with them but the", 'start': 6894.54, 'duration': 4.74}
{'text': "minute that that doesn't happen it it's", 'start': 6897.3, 'duration': 4.8}
{'text': 'not again yeah I agree 100 if this if', 'start': 6899.28, 'duration': 3.839}
{'text': 'this person starts like being', 'start': 6902.1, 'duration': 2.4}
{'text': 'disrespectful then we could just end the', 'start': 6903.119, 'duration': 2.281}
{'text': "call with them and then we'll just move", 'start': 6904.5, 'duration': 2.28}
{'text': 'on to the next topic you want to if you', 'start': 6905.4, 'duration': 3.06}
{'text': 'want to do that is that okay', 'start': 6906.78, 'duration': 3.72}
{'text': 'okay but can people follow me on', 'start': 6908.46, 'duration': 3.659}
{'text': "Instagram if I'm gonna be like probably", 'start': 6910.5, 'duration': 3.96}
{'text': 'if this is gonna go like viral because', 'start': 6912.119, 'duration': 4.261}
{'text': 'another black degenerate male is going', 'start': 6914.46, 'duration': 3.96}
{'text': 'to try to like like do what they always', 'start': 6916.38, 'duration': 3.42}
{'text': "they're gonna try to Kevin Samuels me", 'start': 6918.42, 'duration': 3.36}
{'text': 'like yeah do you want I have to get', 'start': 6919.8, 'duration': 3.6}
{'text': "something out of this sure I'll link", 'start': 6921.78, 'duration': 3.0}
{'text': "your Instagram in the chat okay there's", 'start': 6923.4, 'duration': 3.719}
{'text': 'not gonna be the intellect so I promise', 'start': 6924.78, 'duration': 4.2}
{'text': "you that okay I got you I'll plug your", 'start': 6927.119, 'duration': 4.921}
{'text': 'IG no problem okay', 'start': 6928.98, 'duration': 5.159}
{'text': 'oh God this is gonna be bad okay well I', 'start': 6932.04, 'duration': 3.48}
{'text': "believe in you okay I'm just I don't", 'start': 6934.139, 'duration': 3.121}
{'text': "want to hear uh yeah you don't believe", 'start': 6935.52, 'duration': 4.74}
{'text': 'in me you want you want to see me you', 'start': 6937.26, 'duration': 4.8}
{'text': 'want to see this as much as they do no', 'start': 6940.26, 'duration': 4.08}
{'text': 'no no no I just I have to I feel like I', 'start': 6942.06, 'duration': 3.96}
{'text': 'have a responsibility to apply a little', 'start': 6944.34, 'duration': 2.879}
{'text': "bit of pushback and I'm not the person", 'start': 6946.02, 'duration': 3.06}
{'text': "to do it so we're job okay I'm throwing", 'start': 6947.219, 'duration': 3.9}
{'text': 'you a new call here you go', 'start': 6949.08, 'duration': 6.02}
{'text': "I'm adding someone else in here", 'start': 6951.119, 'duration': 3.981}
{'text': 'hello', 'start': 6955.38, 'duration': 3.779}
{'text': 'yo hi do you want to introduce yourself', 'start': 6956.699, 'duration': 4.561}
{'text': 'real quick so everybody yeah can know', 'start': 6959.159, 'duration': 3.0}
{'text': "who you are and know what's happened", 'start': 6961.26, 'duration': 2.28}
{'text': 'then everybody yeah', 'start': 6962.159, 'duration': 3.781}
{'text': 'start from no jumper', 'start': 6963.54, 'duration': 4.38}
{'text': 'okay uh somebody', 'start': 6965.94, 'duration': 3.36}
{'text': 'um guilty messaged me and he said that', 'start': 6967.92, 'duration': 2.34}
{'text': 'you were listening to this conversation', 'start': 6969.3, 'duration': 2.939}
{'text': 'you had you wanted to chat with my', 'start': 6970.26, 'duration': 3.12}
{'text': 'lovely friend Anna over here a little', 'start': 6972.239, 'duration': 2.341}
{'text': 'bit uh yeah you guys can go back and', 'start': 6973.38, 'duration': 2.819}
{'text': "forth hi I'm Anna Alicia nice to meet", 'start': 6974.58, 'duration': 4.26}
{'text': 'you nice to meet you Anne nice to meet', 'start': 6976.199, 'duration': 5.701}
{'text': 'you yeah and Alicia annalisia excuse me', 'start': 6978.84, 'duration': 5.04}
{'text': "I'm sorry what's what's what's the", 'start': 6981.9, 'duration': 5.4}
{'text': 'problem sweetie why are you so mad at us', 'start': 6983.88, 'duration': 5.46}
{'text': "what's the problem I don't like the", 'start': 6987.3, 'duration': 5.66}
{'text': 'condescension already oh God', 'start': 6989.34, 'duration': 3.62}
{'text': "oh God oh no cause I'm trying to pull", 'start': 6994.04, 'duration': 4.179}
{'text': 'you back to our side because this is', 'start': 6996.84, 'duration': 4.44}
{'text': 'very embarrassing for our black women', 'start': 6998.219, 'duration': 5.161}
{'text': 'this is embarrassing you think oh no', 'start': 7001.28, 'duration': 4.379}
{'text': 'okay I think so', 'start': 7003.38, 'duration': 4.56}
{'text': "well I don't I don't have a problem with", 'start': 7005.659, 'duration': 4.201}
{'text': "you personally I don't know I got a", 'start': 7007.94, 'duration': 3.48}
{'text': 'problem with you either sweetie you', 'start': 7009.86, 'duration': 3.0}
{'text': "think I'm not here to poke you I'm here", 'start': 7011.42, 'duration': 3.12}
{'text': 'just to ask a question', 'start': 7012.86, 'duration': 3.24}
{'text': "maybe you're asking me what is my", 'start': 7014.54, 'duration': 3.599}
{'text': "problem well what's your problem with", 'start': 7016.1, 'duration': 3.36}
{'text': 'with your people because we are your', 'start': 7018.139, 'duration': 3.181}
{'text': "people I'm a black man so I feel like I", 'start': 7019.46, 'duration': 3.54}
{'text': "am your people like so I'm with you I'm", 'start': 7021.32, 'duration': 3.24}
{'text': 'not against you', 'start': 7023.0, 'duration': 4.86}
{'text': 'right but I mean that sentiment while I', 'start': 7024.56, 'duration': 5.4}
{'text': 'love and it makes me feel warm inside is', 'start': 7027.86, 'duration': 4.14}
{'text': "not this sentiment that's really being", 'start': 7029.96, 'duration': 3.96}
{'text': 'practiced in the black community largely', 'start': 7032.0, 'duration': 3.3}
{'text': 'and I think that you and I can agree', 'start': 7033.92, 'duration': 3.96}
{'text': "that black men aren't really treating", 'start': 7035.3, 'duration': 4.74}
{'text': 'black women in the way that that', 'start': 7037.88, 'duration': 5.219}
{'text': 'sentiment would um would suggest do you', 'start': 7040.04, 'duration': 5.94}
{'text': "disagree but that's not true sweetie and", 'start': 7043.099, 'duration': 5.341}
{'text': "you know what that's okay sweetie like", 'start': 7045.98, 'duration': 5.159}
{'text': "I'm so old I am I'm old annalize here", 'start': 7048.44, 'duration': 4.92}
{'text': "I'm older too so I'm not I'm not a kid", 'start': 7051.139, 'duration': 5.1}
{'text': "so I'm not trying to disrespect you at", 'start': 7053.36, 'duration': 5.4}
{'text': 'all but like I said like you have to', 'start': 7056.239, 'duration': 3.96}
{'text': 'think about it them are black men', 'start': 7058.76, 'duration': 2.939}
{'text': "there's black men that do that that you", 'start': 7060.199, 'duration': 3.54}
{'text': "don't see on TV so I don't want us to", 'start': 7061.699, 'duration': 4.141}
{'text': 'try to stereotype it because we see', 'start': 7063.739, 'duration': 4.5}
{'text': 'people on TV or tabloids or social media', 'start': 7065.84, 'duration': 5.64}
{'text': '[\xa0__\xa0] up or doing [\xa0__\xa0] of the such I', 'start': 7068.239, 'duration': 4.201}
{'text': "don't want you to have to sit there and", 'start': 7071.48, 'duration': 2.759}
{'text': "say that's all black men because that's", 'start': 7072.44, 'duration': 2.82}
{'text': 'not true', 'start': 7074.239, 'duration': 3.0}
{'text': "and we ain't bless and we and a lot of", 'start': 7075.26, 'duration': 3.899}
{'text': "us myself included I'm not raising my", 'start': 7077.239, 'duration': 3.841}
